iter	Passed	Remaining
458	2935	3460
459	2941	3452
460	2948	3446
461	2953	3439
462	2962	3435
463	2968	3428
464	2975	3423
465	2982	3417
466	2989	3412
467	2995	3405
468	3001	3398
469	3007	3391
470	3015	3386
471	3019	3377
472	3025	3371
473	3032	3364
474	3037	3357
475	3043	3350
476	3052	3346
477	3058	3339
478	3067	3336
479	3072	3328
480	3080	3323
481	3086	3317
482	3094	3312
483	3102	3307
484	3107	3299
485	3113	3292
486	3121	3288
487	3130	3284
488	3136	3277
489	3144	3273
490	3151	3266
491	3157	3259
492	3162	3252
493	3169	3246
494	3176	3240
495	3182	3234
496	3188	3226
497	3194	3219
498	3199	3212
499	3205	3205
500	3212	3199
501	3219	3193
502	3225	3186
503	3232	3181
504	3240	3176
505	3248	3171
506	3256	3166
507	3262	3159
508	3269	3153
509	3275	3146
510	3283	3142
511	3291	3137
512	3298	3131
513	3304	3124
514	3309	3116
515	3316	3110
516	3322	3104
517	3327	3096
518	3334	3090
519	3341	3084
520	3346	3077
521	3353	3070
522	3360	3065
523	3368	3060
524	3375	3054
525	3381	3046
526	3386	3039
527	3394	3034
528	3399	3026
529	3406	3021
530	3413	3014
531	3420	3008
532	3426	3001
533	3431	2994
534	3436	2986
535	3443	2980
536	3448	2973
537	3454	2966
538	3461	2960
539	3466	2952
540	3471	2945
541	3478	2939
542	3483	2931
543	3488	2924
544	3496	2918
545	3503	2913
546	3510	2907
547	3516	2900
548	3524	2895
549	3532	2889
550	3538	2883
551	3547	2879
552	3552	2871
553	3559	2865
554	3565	2859
555	3573	2853
556	3579	2846
557	3584	2839
558	3589	2831
559	3599	2828
560	3603	2820
561	3610	2813
562	3618	2809
563	3625	2802
564	3629	2794
565	3636	2788
566	3643	2782
567	3651	2777
568	3656	2769
569	3667	2766
570	3671	2758
571	3678	2752
572	3684	2745
573	3690	2739
574	3697	2732
575	3705	2727
576	3711	2720
577	3720	2716
578	3726	2709
579	3732	2702
580	3737	2695
581	3744	2689
582	3749	2681
583	3754	2674
584	3761	2668
585	3767	2662
586	3774	2655
587	3780	2648
588	3786	2641
589	3792	2635
590	3798	2628
591	3806	2623
592	3812	2616
593	3817	2609
594	3826	2604
595	3833	2598
596	3840	2592
597	3846	2585
598	3856	2581
599	3864	2576
600	3872	2571
601	3878	2564
602	3883	2557
603	3890	2551
604	3897	2544
605	3902	2537
606	3908	2530
607	3914	2523
608	3920	2517
609	3927	2511
610	3934	2504
611	3940	2498
612	3946	2491
613	3953	2485
614	3958	2478
615	3965	2472
616	3970	2464
617	3976	2457
618	3981	2450
619	3987	2443
620	3994	2437
621	4001	2431
622	4006	2424
623	4012	2418
624	4018	2410
625	4024	2404
626	4030	2397
627	4035	2390
628	4048	2387
629	4058	2383
630	4063	2376
631	4069	2369
632	4074	2362
633	4081	2356
634	4086	2348
635	4094	2343
636	4100	2336
637	4106	2329
638	4111	2322
639	4118	2316
640	4124	2310
641	4129	2302
642	4136	2296
643	4141	2289
644	4147	2282
645	4152	2275
646	4158	2268
647	4166	2263
648	4173	2257
649	4178	2250
650	4184	2243
651	4190	2236
652	4195	2229
653	4202	2223
654	4211	2218
655	4217	2211
656	4223	2204
657	4228	2197
658	4234	2190
659	4243	2185
660	4247	2178
661	4254	2172
662	4262	2166
663	4270	2161
664	4280	2156
665	4285	2149
666	4294	2143
667	4300	2137
668	4308	2131
669	4317	2126
670	4323	2119
671	4332	2114
672	4337	2107
673	4348	2103
674	4354	2096
675	4359	2089
676	4365	2082
677	4371	2075
678	4376	2069
679	4382	2062
680	4388	2055
681	4397	2050
682	4406	2045
683	4412	2038
684	4419	2032
685	4427	2026
686	4432	2019
687	4439	2013
688	4445	2006
689	4451	1999
690	4457	1993
691	4463	1986
692	4469	1979
693	4474	1972
694	4481	1966
695	4488	1960
696	4494	1953
697	4500	1947
698	4506	1940
699	4515	1935
700	4522	1928
701	4528	1922
702	4534	1915
703	4540	1908
704	4550	1904
705	4557	1897
706	4562	1890
707	4570	1884
708	4576	1878
709	4583	1872
710	4593	1867
711	4602	1861
712	4609	1855
713	4614	1848
714	4620	1841
715	4627	1835
716	4633	1828
717	4639	1822
718	4645	1815
719	4650	1808
720	4656	1801
721	4664	1796
722	4670	1789
723	4676	1782
724	4681	1775
725	4687	1769
726	4696	1763
727	4701	1756
728	4707	1750
729	4714	1743
730	4724	1738
731	4731	1732
732	4740	1726
733	4749	1721
734	4755	1714
735	4767	1710
736	4775	1704
737	4783	1698
738	4789	1691
739	4795	1684
740	4801	1678
741	4806	1671
742	4811	1664
743	4819	1658
744	4825	1651
745	4835	1646
746	4841	1639
747	4849	1633
748	4856	1627
749	4865	1621
750	4870	1614
751	4877	1608
752	4883	1602
753	4890	1595
754	4897	1589
755	4904	1582
756	4909	1575
757	4917	1570
758	4922	1563
759	4929	1556
760	4935	1550
761	4941	1543
762	4947	1536
763	4955	1530
764	4964	1524
765	4971	1518
766	4977	1512
767	4985	1506
768	4991	1499
769	5000	1493
770	5005	1486
771	5014	1481
772	5020	1474
773	5025	1467
774	5035	1461
775	5041	1455
776	5046	1448
777	5053	1441
778	5059	1435
779	5070	1430
780	5076	1423
781	5080	1416
782	5087	1409
783	5092	1403
784	5099	1396
785	5104	1389
786	5110	1383
787	5117	1376
788	5124	1370
789	5129	1363
790	5137	1357
791	5142	1350
792	5149	1344
793	5155	1337
794	5160	1330
795	5166	1324
796	5171	1317
797	5177	1310
798	5182	1303
799	5189	1297
800	5194	1290
801	5201	1284
802	5206	1277
803	5212	1270
804	5218	1264
805	5223	1257
806	5228	1250
807	5234	1243
808	5240	1237
809	5246	1230
810	5252	1224
811	5258	1217
812	5264	1210
813	5271	1204
814	5277	1197
815	5283	1191
816	5288	1184
817	5295	1178
818	5302	1171
819	5308	1165
820	5314	1158
821	5321	1152
822	5326	1145
823	5331	1138
824	5338	1132
825	5344	1125
826	5351	1119
827	5363	1114
828	5368	1107
829	5374	1100
830	5379	1093
831	5384	1087
832	5389	1080
833	5394	1073
834	5401	1067
835	5406	1060
836	5412	1053
837	5417	1047
838	5424	1040
839	5429	1034
840	5433	1027
841	5438	1020
842	5446	1014
843	5452	1007
844	5457	1001
845	5463	994
846	5469	987
847	5474	981
848	5479	974
849	5485	967
850	5491	961
851	5497	954
852	5503	948
853	5508	941
854	5513	935
855	5519	928
856	5524	921
857	5530	915
858	5536	908
859	5542	902
860	5549	895
861	5555	889
862	5560	882
863	5566	876
864	5572	869
865	5579	863
866	5584	856
867	5589	850
868	5595	843
869	5599	836
870	5604	830
871	5612	823
872	5618	817
873	5624	810
874	5634	804
875	5640	798
876	5646	791
877	5652	785
878	5662	779
879	5667	772
880	5675	766
881	5680	759
882	5686	753
883	5693	747
884	5699	740
885	5704	734
886	5711	727
887	5716	721
888	5722	714
889	5728	708
890	5735	701
891	5742	695
892	5750	688
893	5755	682
894	5763	676
895	5768	669
896	5774	663
897	5782	656
898	5786	650
899	5792	643
900	5799	637
901	5807	630
902	5813	624
903	5817	617
904	5823	611
905	5828	604
906	5834	598
907	5845	592
908	5851	585
909	5857	579
910	5863	572
911	5872	566
912	5883	560
913	5889	554
914	5895	547
915	5902	541
916	5909	534
917	5914	528
918	5921	521
919	5928	515
920	5934	509
921	5939	502
922	5946	496
923	5951	489
924	5963	483
925	5970	477
926	5978	470
927	5985	464
928	5990	457
929	5996	451
930	6003	444
931	6012	438
932	6017	432
933	6022	425
934	6028	419
935	6033	412
936	6039	406
937	6046	399
938	6053	393
939	6060	386
940	6065	380
941	6071	373
942	6077	367
943	6086	361
944	6092	354
945	6097	348
946	6103	341
947	6109	335
948	6123	329
949	6129	322
950	6135	316
951	6143	309
952	6150	303
953	6159	296
954	6167	290
955	6175	284
956	6180	277
957	6185	271
958	6190	264
959	6195	258
960	6200	251
961	6206	245
962	6212	238
963	6219	232
964	6224	225
965	6229	219
966	6235	212
967	6240	206
968	6249	199
969	6255	193
970	6260	186
971	6266	180
972	6273	174
973	6279	167
974	6285	161
975	6290	154
976	6300	148
977	6305	141
978	6312	135
979	6317	128
980	6325	122
981	6330	116
982	6336	109
983	6344	103
984	6349	96
985	6356	90
986	6362	83
987	6367	77
988	6372	70
989	6377	64
990	6383	57
991	6390	51
992	6396	45
993	6403	38
994	6408	32
995	6413	25
996	6418	19
997	6423	12
998	6429	6
999	6436	0
